image_name,distance,x_min,y_min,x_max,y_max,lenBB,lenSetCrossover,rate,rest,diff,x,y,S,P
img_1621.jpg,7.37,0.3618404388427734,0.371404308742947,0.6515833536783854,0.7021656460232205,16.8,5.247,0.3050581395348837,11.953,0.2978343539767795,0.289742914835612,0.3307613372802735,0.09583575397851142,1.241008504231771
img_1623.jpg,5.56,0.3976481119791666,0.4218908521864149,0.549984868367513,0.5967132568359375,4.736,2.436,0.1416279069767441,14.764,0.4032867431640625,0.15233675638834643,0.17482240464952253,0.026631878068319237,0.6543183220757379
img_1626.jpg,1.75,0.2767762819925944,0.2864742914835612,0.7325399398803711,0.7869148254394531,39.82,8.06,0.4686046511627907,9.14,0.2130851745605468,0.45576365788777673,0.5004405339558919,0.22808260831104946,1.9124083836873373
img_1627.jpg,1.36,0.1577476660410563,0.2935455534193251,0.7646174112955729,0.9579730563693576,70.32,15.143,0.880406976744186,2.057,0.0420269436306424,0.6068697452545166,0.6644275029500325,0.40322094945538084,2.542594496409098
img_1628.jpg,1.12,0.1829957485198974,0.2656189600626628,0.8488739013671875,0.9754490322536892,82.497,16.088,0.9353488372093024,1.112,0.0245509677463107,0.6658781528472901,0.7098300721910265,0.4726603373060193,2.751416450076633
img_1631.jpg,2.18,0.3075472831726074,0.2936953862508138,0.6912783304850261,0.7272307501898871,29.045,6.01,0.3494186046511628,11.19,0.2727692498101128,0.3837310473124187,0.4335353639390733,0.16636097925131121,1.634532822502984
img_1634.jpg,2.49,0.3212644894917806,0.3436334609985351,0.649188232421875,0.7148582458496093,21.33,5.666,0.3294186046511628,11.534,0.2851417541503906,0.32792374293009435,0.37122478485107424,0.12173342091678326,1.3982970555623373
img_1635.jpg,3.11,0.3561160405476888,0.3389548619588216,0.6230554580688477,0.6419493781195746,14.3,3.646,0.2119767441860465,13.554,0.3580506218804253,0.26693941752115885,0.30299451616075307,0.08088117965605678,1.1398678673638238
img_1637.jpg,2.27,0.3129797299702962,0.3130329132080078,0.673708152770996,0.7204312642415365,25.752,5.836,0.3393023255813953,11.364,0.2795687357584635,0.36072842280069983,0.40739835103352867,0.14696016461993067,1.5362535476684571
img_1640.jpg,2.72,0.3229243596394857,0.3373136520385742,0.6248796463012696,0.6769239213731554,17.835,4.532,0.2634883720930233,12.668,0.3230760786268446,0.3019552866617839,0.33961026933458116,0.1025471162302091,1.2831311119927302
img_1641.jpg,4.57,0.3873270988464355,0.4172418382432725,0.5752514521280925,0.6323985205756293,7.176,3.368,0.1958139534883721,13.832,0.3676014794243707,0.18792435328165696,0.2151566823323568,0.04043318038153506,0.8061620712280275
img_1643.jpg,5.49,0.4332549413045247,0.4014690823025174,0.5874141057332357,0.5811471303304037,4.95,2.228,0.1295348837209302,14.972,0.4188528696695963,0.15415916442871103,0.17967804802788628,0.02769901775016076,0.6676744249131946
img_1645.jpg,4.13,0.442460568745931,0.4587717692057291,0.5735576629638672,0.6133899688720703,3.584,2.717,0.1579651162790697,14.483,0.3866100311279297,0.13109709421793625,0.15461819966634122,0.020269996689466014,0.5714305877685549
img_1647.jpg,2.42,0.3957682927449544,0.3355981190999349,0.6249015808105469,0.5910868326822917,10.323,2.405,0.1398255813953488,14.795,0.4089131673177083,0.22913328806559252,0.25548871358235675,0.05854096900677381,0.9692440032958985
img_1649.jpg,4.36,0.4084170341491699,0.4001087188720703,0.5903749465942383,0.6060797797309028,6.6,2.775,0.1613372093023256,14.425,0.3939202202690972,0.18195791244506837,0.2059710608588325,0.03747806425796929,0.7758579466078017
img_1650.jpg,4.69,0.3960285186767578,0.3853087531195746,0.5628496170043945,0.576156022813585,5.67,2.112,0.1227906976744186,15.088,0.423843977186415,0.1668210983276367,0.19084726969401045,0.03183735114318552,0.7153367360432943
img_1653.jpg,6.44,0.4170607566833496,0.4193504333496093,0.5445044199625652,0.5679346720377604,3.41,1.871,0.1087790697674418,15.329,0.4320653279622396,0.12744366327921558,0.14858423868815107,0.018936119683971322,0.5520558039347333
img_1656.jpg,2.98,0.3860596656799316,0.3075340482923719,0.6411632537841797,0.5910438537597656,12.669,2.405,0.1398255813953488,14.795,0.4089561462402343,0.2551035881042481,0.28350980546739374,0.07232436863746952,1.0772267871432837
img_1658.jpg,1.68,0.2860799471537272,0.3540778477986653,0.7260794321695964,0.8437247382269966,37.524,10.156,0.5904651162790697,7.044,0.1562752617730034,0.43999948501586916,0.48964689042833126,0.21544437962808746,1.8592927508884007
img_1662.jpg,4.16,0.3745957374572753,0.3006909052530924,0.5998211542765299,0.6081595526801216,12.099,2.775,0.1613372093023256,14.425,0.3918404473198784,0.22522541681925462,0.3074686474270292,0.06924975427560509,1.0653881284925677
img_1665.jpg,3.09,0.3073155403137207,0.3804144541422526,0.5846076965332031,0.6865159352620442,15.008,4.844,0.2816279069767441,12.356,0.3134840647379557,0.2772921562194824,0.30610148111979163,0.0848795397216842,1.1667872746785481
img_1666.jpg,2.43,0.3174477895100911,0.3211504830254448,0.6669826507568359,0.6909211476643881,22.646,4.923,0.2862209302325581,12.277,0.3090788523356119,0.3495348612467448,0.36977066463894326,0.12924773795768965,1.4386110517713762
img_1667.jpg,1.9,0.2808177630106608,0.3327344258626302,0.7076632181803385,0.774987538655599,32.96,7.571,0.4401744186046512,9.629,0.225012461344401,0.4268454551696777,0.4422531127929688,0.1887737312303216,1.738197135925293
img_1672.jpg,4.96,0.3983322461446126,0.4004721323649088,0.5678340276082356,0.591933102077908,5.74,2.466,0.1433720930232558,14.734,0.408066897922092,0.16950178146362305,0.19146096971299914,0.03245297544710613,0.7219255023532444
img_1673.jpg,3.94,0.3139258384704589,0.3343687057495117,0.5215420722961426,0.5749393886990017,8.787,1.521,0.0884302325581395,15.679,0.4250606113009982,0.20761623382568367,0.24057068294949002,0.04994637916284573,0.8963738335503474
img_1674.jpg,3.36,0.377668285369873,0.3270974689059787,0.6079973220825196,0.5937010447184244,10.767,2.466,0.1433720930232558,14.734,0.4062989552815755,0.23032903671264654,0.26660357581244576,0.06140654480102766,0.9938652250501846
img_1675.jpg,2.9,0.3556559880574544,0.3472989400227864,0.6148332595825196,0.6391396840413411,13.356,3.575,0.2078488372093023,13.625,0.3608603159586588,0.25917727152506514,0.29184074401855475,0.07563848775457399,1.10203603108724
img_1676.jpg,2.32,0.341643238067627,0.3126547071668837,0.6580324172973633,0.6617966969807942,19.431,4.153,0.241453488372093,13.047,0.3382033030192057,0.3163891792297363,0.34914198981391054,0.1104647475918601,1.3310623380872937
img_1677.jpg,4.17,0.3902858734130859,0.3995132870144314,0.5794855753580729,0.6174085405137804,7.36,3.033,0.1763372093023255,14.167,0.3825914594862196,0.18919970194498698,0.21789525349934896,0.0412257170173042,0.8141899108886719
img_1680.jpg,5.88,0.4137164433797201,0.4206858740912543,0.5532682418823243,0.581429926554362,4.012,2.203,0.1280813953488372,14.997,0.418570073445638,0.13955179850260419,0.1607440524631077,0.02243212161982364,0.6005917019314237
img_1681.jpg,6.55,0.4244402885437012,0.4534442053900824,0.550640360514323,0.6008514828152127,3.348,2.475,0.1438953488372093,14.725,0.3991485171847873,0.12620007197062177,0.14740727742513032,0.018602809020044856,0.5472146987915042
img_1684.jpg,3.83,0.3370304743448893,0.3477854410807292,0.5432573954264323,0.5957922617594401,9.0,2.343,0.1362209302325581,14.857,0.4042077382405599,0.20622692108154295,0.24800682067871094,0.051145683035792894,0.9084674835205078
img_1685.jpg,3.2,0.3525850613911946,0.3497983932495117,0.5934892654418945,0.6345533159044053,12.064,3.437,0.1998255813953488,13.763,0.3654466840955946,0.2409042040506999,0.28475492265489366,0.06859865799169577,1.0513182534111871
img_1686.jpg,3.02,0.346316655476888,0.3858882904052734,0.6386037190755208,0.7216178894042968,17.202,5.836,0.3393023255813953,11.364,0.2783821105957031,0.2922870635986328,0.33572959899902344,0.09812941865457106,1.2560333251953124
img_1687.jpg,2.07,0.3093711853027344,0.3295584572686089,0.6683367411295573,0.7524681939019098,26.469,6.815,0.3962209302325581,10.385,0.2475318060980902,0.35896555582682294,0.4229097366333009,0.15181002867514815,1.5637505849202475
img_1688.jpg,3.18,0.3614747365315755,0.3678983900282118,0.604945691426595,0.650790786743164,12.154,3.859,0.224360465116279,13.341,0.3492092132568359,0.24347095489501952,0.28289239671495225,0.06887608196073011,1.0527267032199434
img_1690.jpg,4.3,0.3836946487426758,0.4067253960503472,0.5674587249755859,0.6215721554226346,6.942,3.098,0.1801162790697674,14.102,0.3784278445773654,0.18376407623291013,0.21484675937228737,0.03948111626768271,0.797221671210395
img_1691.jpg,5.04,0.3976711273193359,0.4132527669270833,0.5579330444335937,0.6058263566758898,5.538,2.744,0.1595348837209302,14.456,0.3941736433241102,0.1602619171142578,0.1925735897488065,0.030862212678718314,0.7056710137261286
img_1692.jpg,4.64,0.410921573638916,0.4245501200358073,0.5822237014770508,0.6294108072916667,6.225,3.299,0.1918023255813953,13.901,0.3705891927083333,0.1713021278381348,0.20486068725585938,0.03509307163731138,0.7523256301879884
img_1696.jpg,2.0,0.2836421330769856,0.3374268425835503,0.6566352844238281,0.7477170308430989,26.82,6.724,0.3909302325581395,10.476,0.252282969156901,0.3729931513468425,0.4102901882595486,0.15303543028561833,1.5665666792127824
img_1700.jpg,5.0,0.383790111541748,0.4294520060221354,0.551463508605957,0.6286236233181424,5.913,3.14,0.1825581395348837,14.06,0.3713763766818576,0.16767339706420903,0.19917161729600696,0.03339578167079406,0.733690028720432
img_1707.jpg,5.88,0.4050334930419922,0.4270281473795573,0.5326526641845704,0.5731028238932292,3.348,1.756,0.1020930232558139,15.444,0.4268971761067708,0.12761917114257815,0.1460746765136719,0.018641929141595036,0.5473876953125001
img_1708.jpg,6.52,0.4068770408630371,0.4597100999620225,0.5235042572021484,0.5907130347357856,2.736,1.674,0.0973255813953488,15.526,0.4092869652642144,0.11662721633911133,0.13100293477376312,0.015278507614918162,0.4952603022257489
img_1709.jpg,7.17,0.4152941068013509,0.4219793955485026,0.5219847997029622,0.5435123867458768,2.34,1.11,0.0645348837209302,16.09,0.4564876132541232,0.10669069290161126,0.12153299119737415,0.01296643904125327,0.4564473681979708
img_1711.jpg,5.5,0.429123051961263,0.4260135650634765,0.5656160354614258,0.5815079159206814,3.819,2.228,0.1295348837209302,14.972,0.4184920840793186,0.1364929835001628,0.15549435085720492,0.021223887865921,0.5839746687147355
img_1712.jpg,4.45,0.4289717674255371,0.4619085099962022,0.5983964920043945,0.6514802720811632,5.727,3.665,0.2130813953488372,13.535,0.3485197279188368,0.16942472457885738,0.18957176208496102,0.0321181435791732,0.7179929733276368
img_1713.jpg,3.96,0.3960386594136556,0.3659556918674045,0.5924306233723958,0.573360104031033,7.22,2.055,0.1194767441860465,15.145,0.426639895968967,0.1963919639587402,0.20740441216362848,0.04073255983852302,0.8075927522447374
img_1714.jpg,3.03,0.4017685890197754,0.5230253007676866,0.6650453567504883,0.799361334906684,12.8,7.377,0.4288953488372093,9.823,0.2006386650933159,0.26327676773071285,0.27633603413899743,0.07275285787563916,1.0792256037394206
img_1715.jpg,4.3,0.3907659848531087,0.4157735188802083,0.5719661076863607,0.6069635179307725,6.16,2.775,0.1613372093023256,14.425,0.3930364820692275,0.181200122833252,0.19118999905056422,0.03464365131245157,0.7447802437676324
img_2672.heic,2.43,0.37402925491333,0.3898194630940755,0.6218542734781901,0.6615055084228516,11.88,4.153,0.241453488372093,13.047,0.3384944915771484,0.2478250185648601,0.2716860453287761,0.06733059922741737,1.0390221277872724
img_2673.heic,3.33,0.3980934143066406,0.3924424489339193,0.5781752268473307,0.5906421661376953,6.264,2.405,0.1398255813953488,14.795,0.4093578338623047,0.1800818125406901,0.198199717203776,0.03569216431910818,0.7565630594889322
img_2675.heic,4.6,0.4237960179646809,0.3803141276041666,0.5568717956542969,0.5329773373074002,3.64,1.266,0.0736046511627906,15.934,0.4670226626925998,0.13307577768961598,0.15266320970323355,0.020315775355850732,0.5714779747856991
img_2676.heic,5.24,0.4227837880452474,0.3851278516981337,0.5402624130249023,0.5202003055148654,2.9,1.053,0.0612209302325581,16.147,0.4797996944851346,0.11747862497965489,0.13507245381673172,0.015868126147017582,0.5051021575927732
img_2678.heic,6.16,0.4321276664733887,0.4216094970703125,0.5332788467407227,0.5398045010036893,2.156,1.249,0.0726162790697674,15.951,0.4601954989963107,0.101151180267334,0.11819500393337679,0.011955564149563246,0.43869236840142156
img_2680.heic,7.33,0.4528985977172851,0.4068080902099609,0.5382872263590495,0.5066181182861328,1.554,0.834,0.0484883720930232,16.366,0.4933818817138672,0.08538862864176439,0.0998100280761719,0.008522641422120319,0.37039731343587257
img_2681.heic,2.55,0.3848819732666015,0.3757592519124349,0.6157100677490235,0.6239007737901475,10.08,3.165,0.1840116279069767,14.035,0.3760992262098525,0.23082809448242197,0.2481415218777126,0.057278034657000626,0.9579392327202692
img_2682.heic,3.23,0.3863759994506835,0.3939182281494141,0.577093505859375,0.5988792419433594,6.975,2.588,0.1504651162790697,14.612,0.4011207580566406,0.1907175064086915,0.20496101379394532,0.03908965346177867,0.7913570404052737
img_2683.heic,3.81,0.4108819007873535,0.4240199195014106,0.571576182047526,0.6018519507514106,5.07,2.649,0.1540116279069767,14.551,0.3981480492485894,0.16069428126017254,0.17783203125000002,0.0285765904467553,0.6770526250203451
img_2685.heic,5.02,0.427254581451416,0.415228017171224,0.5512086868286132,0.5510833740234375,3.0,1.614,0.0938372093023255,15.586,0.4489166259765624,0.12395410537719725,0.13585535685221356,0.016839829219316017,0.5196189244588216
img_2687.heic,5.13,0.434288215637207,0.4173390706380208,0.5559040705362955,0.5488570319281684,2.832,1.566,0.0910465116279069,15.634,0.4511429680718316,0.12161585489908855,0.1315179612901476,0.015994669296886532,0.5062676323784723
img_2688.heic,4.56,0.4379032135009765,0.3988375769721137,0.5740761439005534,0.5464780171712239,3.564,1.515,0.0880813953488372,15.685,0.4535219828287761,0.1361729303995769,0.1476404401991102,0.02010463138739633,0.5676267411973742
img_2690.heic,3.44,0.3934423764546712,0.391973876953125,0.5670381546020508,0.5855450100368924,5.95,2.287,0.1329651162790697,14.913,0.4144549899631076,0.17359577814737953,0.1935711330837674,0.03360313147454656,0.7343338224622938
img_2691.heic,6.14,0.4367635726928711,0.439500257703993,0.5394866943359375,0.5509370591905381,2.05,1.513,0.0879651162790697,15.687,0.4490629408094618,0.10272312164306646,0.11143680148654517,0.011447136114616629,0.42831984625922326
img_2694.heic,7.78,0.438123353322347,0.4365782843695746,0.5213612874348958,0.5290150960286458,1.394,0.934,0.0543023255813953,16.266,0.4709849039713542,0.08323793411254887,0.09243681165907125,0.007694249238451862,0.35134949154324024
img_2695.heic,8.3,0.4572115898132324,0.4493762969970703,0.536163330078125,0.5366508483886718,1.287,1.219,0.0708720930232558,15.981,0.4633491516113281,0.0789517402648926,0.08727455139160151,0.006890477713204743,0.3324525833129882
img_2696.heic,8.8,0.4524612744649251,0.4532152387830946,0.5268203099568685,0.5358896043565539,1.08,0.983,0.0571511627906976,16.217,0.4641103956434461,0.07435903549194334,0.08267436557345925,0.006147586083950755,0.3140668021308052
img_2699.heic,5.67,0.4342779159545898,0.4341854519314236,0.5456926345825195,0.556685553656684,2.43,1.676,0.0974418604651162,15.524,0.4433144463433159,0.11141471862792968,0.12250010172526044,0.013648314365612655,0.4678296407063802
img_2700.heic,4.96,0.4305103302001953,0.4209608713785807,0.557162857055664,0.5594530741373698,3.162,1.778,0.1033720930232558,15.422,0.4405469258626302,0.12665252685546874,0.1384922027587891,0.017540387429180557,0.5302894592285157
img_2701.heic,4.28,0.4118789037068684,0.4181911044650607,0.5572463353474935,0.5790477752685547,4.189,2.166,0.1259302325581395,15.034,0.4209522247314453,0.14536743164062504,0.16085667080349397,0.023383321096965438,0.612448204888238
img_2705.heic,1.89,0.3359022140502929,0.2874080657958984,0.645439338684082,0.6235497792561849,18.178,3.165,0.1840116279069767,14.035,0.376450220743815,0.3095371246337891,0.33614171346028654,0.10404833945397213,1.2913576761881513
img_2709.heic,3.71,0.3836757659912109,0.4139009263780382,0.5533270517985026,0.5947422451443143,5.412,2.48,0.1441860465116279,14.72,0.4052577548556857,0.16965128580729172,0.18084131876627607,0.030679962255785048,0.7009852091471356
img_2710.heic,3.1,0.3916814168294271,0.3869478437635634,0.5910668690999349,0.6021401723225911,7.488,2.649,0.1540116279069767,14.551,0.3978598276774089,0.1993854522705078,0.2151923285590277,0.04290621975488545,0.829155561659071
img_2714.heic,3.33,0.4138912200927734,0.3726292928059896,0.6001719156901042,0.5766003926595052,6.734,2.112,0.1227906976744186,15.088,0.4233996073404947,0.1862806955973308,0.20397109985351564,0.03799587836246551,0.7805035909016929
img_2721.heic,7.79,0.4282618840535482,0.4225055694580078,0.5215809186299641,0.5269899156358507,1.748,0.9,0.0523255813953488,16.3,0.4730100843641492,0.09331903457641594,0.10448434617784291,0.009750378313664335,0.3956067615085177
img_2722.heic,8.25,0.4288712501525878,0.4504693349202474,0.5159706115722656,0.5448878394232856,1.505,0.989,0.0575,16.211,0.4551121605767144,0.08709936141967783,0.09441850450303818,0.008223791448415601,0.36303573184543203
img_2723.heic,8.78,0.4343745231628418,0.4455900404188368,0.5173593521118164,0.5366559346516927,1.394,0.971,0.056453488372093,16.229,0.4633440653483073,0.08298482894897458,0.09106589423285588,0.007557087655998955,0.3481014463636609
img_2724.heic,9.38,0.4411609649658203,0.4443762037489149,0.5192368507385254,0.5300271352132161,1.248,0.903,0.0525,16.297,0.4699728647867839,0.07807588577270513,0.0856509314643012,0.006687272341332576,0.32745363447401266
img_2726.heic,8.44,0.4552330017089844,0.4701569027370876,0.5244593620300293,0.5469126807318794,0.952,0.913,0.0530813953488372,16.287,0.4530873192681206,0.0692263603210449,0.07675577799479177,0.0053135231441895844,0.29196427663167335
img_2727.heic,7.86,0.4264050483703613,0.4487514495849609,0.5066266059875488,0.5362288581000434,1.32,0.782,0.0454651162790697,16.418,0.4637711418999566,0.08022155761718752,0.08747740851508251,0.007017573967394942,0.33539793226454007
img_2729.heic,6.69,0.4426767349243164,0.4244644165039062,0.5343854904174805,0.5257432301839192,1.71,1.078,0.0626744186046511,16.122,0.4742567698160808,0.0917087554931641,0.10127881368001301,0.009288153960418037,0.3859751383463542
img_2730.heic,6.08,0.4337086677551269,0.4348856184217665,0.5339042663574218,0.5455274369981554,2.009,1.366,0.0794186046511628,15.834,0.4544725630018446,0.10019559860229493,0.11064181857638894,0.011085823242707805,0.42167483435736774
img_2733.heic,3.95,0.411457093556722,0.3840157826741536,0.5506107330322265,0.522216796875,3.4,1.076,0.0625581395348837,16.124,0.477783203125,0.13915363947550452,0.1382010142008464,0.01923117410525366,0.5547093073527019
img_2734.heic,3.37,0.4159857114156087,0.3850255330403646,0.5748107274373372,0.5586737314860026,4.928,1.778,0.1033720930232558,15.422,0.4413262685139973,0.1588250160217285,0.17364819844563806,0.027579677900272753,0.6649464289347331
img_2735.heic,2.85,0.4014426231384277,0.3921311696370442,0.5881580988566081,0.5965815226236979,6.734,2.527,0.1469186046511628,14.673,0.4034184773763021,0.18671547571818037,0.2044503529866537,0.03817404491865294,0.7823316574096681
img_2737.heic,2.02,0.3757547696431478,0.352072016398112,0.6291123708089192,0.6244783189561632,12.078,3.165,0.1840116279069767,14.035,0.3755216810438367,0.25335760116577144,0.27240630255805126,0.06901620735854522,1.0515278074476453
img_2738.heic,1.37,0.3545915921529134,0.3126014709472656,0.675661849975586,0.6463867611355252,18.755,3.717,0.2161046511627907,13.483,0.3536132388644748,0.32107025782267257,0.3337852901882596,0.10716852917816008,1.3097110960218643
img_2740.heic,3.82,0.2485023021697998,0.3075953165690104,0.7493701934814453,0.8035298665364583,43.38,8.666,0.5038372093023256,8.534,0.1964701334635417,0.5008678913116456,0.4959345499674479,0.24839769227078554,1.993604882558187
img_2743.heic,2.67,0.38249724706014,0.3864031473795573,0.6116860707600912,0.6166061401367188,9.213,2.968,0.1725581395348837,14.232,0.3833938598632812,0.2291888236999512,0.2302029927571615,0.05275995312222223,0.9187836329142254
img_2744.heic,2.66,0.3591566403706868,0.3690647125244141,0.5963151295979817,0.6011002858479818,9.775,2.649,0.1540116279069767,14.551,0.3988997141520182,0.23715848922729493,0.23203557332356772,0.05502920601640654,0.9383881251017253
img_2745.heic,2.19,0.3495634396870931,0.3267245822482639,0.6271419525146484,0.6068083445231119,13.77,2.775,0.1613372093023256,14.425,0.393191655476888,0.27757851282755536,0.28008376227484805,0.07774523419939887,1.1153245502048068
img_2746.heic,1.81,0.3431665420532226,0.3378217273288303,0.6674404780069987,0.6670426686604818,18.84,4.303,0.2501744186046511,12.897,0.3329573313395182,0.32427393595377607,0.3292209413316515,0.10675777044402182,1.306989754570855
img_2747.heic,1.48,0.304655106862386,0.2890544255574544,0.6929349899291992,0.6880087958441841,26.928,4.844,0.2816279069767441,12.356,0.3119912041558159,0.3882798830668132,0.39895437028672964,0.15490595624392547,1.5744685067070856
img_2748.heic,2.87,0.3927010854085286,0.3628744337293836,0.6051996231079102,0.5789557139078776,8.137,2.169,0.1261046511627907,15.031,0.4210442860921224,0.2124985376993816,0.21608128017849398,0.04591695606214034,0.8571596357557512
img_2749.heic,2.43,0.3829687118530273,0.3722672780354817,0.5697020212809245,0.5599723815917969,6.188,1.778,0.1033720930232558,15.422,0.4400276184082031,0.18673330942789723,0.18770510355631514,0.03505079518357689,0.7488768259684248
img_2751.heic,4.42,0.4090576171875,0.4085041046142578,0.5588802337646485,0.5563609229193793,3.942,1.725,0.1002906976744186,15.475,0.4436390770806206,0.14982261657714846,0.14785681830512154,0.02215229539724533,0.59535886976454
img_2754.heic,6.04,0.4270215352376302,0.3937669118245442,0.5406734466552734,0.5115736643473308,2.464,0.927,0.0538953488372093,16.273,0.4884263356526692,0.11365191141764319,0.11780675252278655,0.01338896260211995,0.4629173278808595
img_2756.heic,6.9,0.4567939122517904,0.4247122446695963,0.5575696945190429,0.5279776255289713,1.911,1.207,0.0701744186046511,15.993,0.4720223744710287,0.10077578226725253,0.10326538085937503,0.010406649537229286,0.40808232625325513
img_1818.jpg,2.74,0.5712900161743164,0.4665765550401475,0.8713785171508789,0.6897144741482205,11.89,0.075,0.004360465116279,17.125,0.3102855258517795,0.3000885009765625,0.223137919108073,0.06696112365617109,1.046452840169271
img_1820.jpg,3.84,0.4134057998657227,0.3421479119194878,0.5825830459594726,0.5970932006835937,7.544,2.527,0.1469186046511628,14.673,0.4029067993164062,0.16917724609374996,0.25494528876410594,0.043130941857687295,0.8482450697157118
img_1822.jpg,5.01,0.4259957313537598,0.4619121551513672,0.5598579406738281,0.6266534169514973,3.9,2.991,0.1738953488372093,14.209,0.3733465830485026,0.13386220932006831,0.16474126180013016,0.022052629270741197,0.5972069422403969
img_1824.jpg,6.1,0.5475756963094075,0.4544586181640625,0.6830888112386068,0.5676790873209635,2.772,0.072,0.0041860465116279,17.128,0.4323209126790365,0.13551311492919926,0.11322046915690098,0.015342858449196983,0.4974671681722005
img_1827.jpg,5.55,0.5560173670450846,0.4427695804172092,0.7089237848917643,0.5635732014973959,3.3,0.006,0.0003488372093023,17.194,0.4364267985026041,0.1529064178466797,0.12080362108018666,0.018471648962278986,0.5474200778537327
img_1829.jpg,4.1,0.4019595146179199,0.3499110539754231,0.561626688639323,0.5942201402452257,6.942,2.465,0.1433139534883721,14.735,0.4057798597547742,0.15966717402140307,0.24430908626980263,0.039008141392450554,0.8079525205824114
img_1831.jpg,3.64,0.3708800633748372,0.2973114861382378,0.6137921651204427,0.6509905497233073,14.976,3.859,0.224360465116279,13.341,0.3490094502766927,0.24291210174560546,0.35367906358506945,0.08591292467886685,1.1931823306613498
img_1832.jpg,1.95,0.336162789662679,0.3061521742078993,0.6550196965535482,0.7614444308810764,25.41,7.189,0.4179651162790698,10.011,0.2385555691189236,0.3188569068908692,0.4552922566731771,0.14517308069417295,1.5482983271280926
img_1834.jpg,3.01,0.3197331110636393,0.3933894263373481,0.6336893081665039,0.7320927937825521,18.696,6.184,0.3595348837209302,11.016,0.2679072062174479,0.31395619710286465,0.338703367445204,0.10633802118903046,1.3053191290961372
img_1835.jpg,3.05,0.3680500666300456,0.4305362701416015,0.5772770563761394,0.6690704345703125,8.874,4.303,0.2501744186046511,12.897,0.3309295654296875,0.20922698974609377,0.23853416442871095,0.049907785175018954,0.8955223083496094
